id,gender,age,age_o,race,race_o,importance_same_race,importance_same_religion,field,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,like,guess_prob_liked,met,match
2566,male,27,22,Other,Black/African American,6,1,Law and Social Work,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,5.0,7.0,6.0,6.0,7.0,5.0,16.07,17.86,17.86,17.86,17.86,12.5,6.0,8.0,8.0,8.0,9.0,8.0,8,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7,-0.22,5,,0.0,6.0,7.0,0,0
2567,male,27,24,Other,European/Caucasian-American,6,1,Law and Social Work,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,6.0,8.0,7.0,7.0,7.0,6.0,20.0,22.5,17.5,22.5,10.0,7.5,6.0,8.0,8.0,7.0,6.0,9.0,8,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7,0.05,5,,0.0,7.0,7.0,0,0
2568,male,25,29,European/Caucasian-American,Asian/Pacific Islander/Asian-American,1,1,International Development,15.56,20.0,20.0,20.0,13.33,11.11,7,7,7,7,7,5.0,8.0,8.0,8.0,4.0,,9.52,23.81,16.67,16.67,16.67,16.67,5.0,5.0,6.0,6.0,6.0,6.0,7,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1,0.21,8,,5.0,4.0,6.0,0,0
257,female,27,25,European/Caucasian-American,Asian/Pacific Islander/Asian-American,2,3,social work,10.0,20.0,20.0,15.0,20.0,15.0,7,9,9,8,8,6.0,,,8.0,,6.0,20.0,20.0,20.0,20.0,5.0,15.0,7.0,7.0,6.0,5.0,6.0,7.0,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7,-0.04,5,3,1.0,6.0,5.0,0,0
2570,male,25,28,European/Caucasian-American,Asian/Pacific Islander/Asian-American,1,1,International Development,15.56,20.0,20.0,20.0,13.33,11.11,7,7,7,7,7,9.0,,8.0,7.0,9.0,3.0,13.04,21.74,19.57,17.39,15.22,13.04,8.0,7.0,6.0,8.0,6.0,2.0,7,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1,-0.34,8,,5.0,7.0,5.0,,0
2571,male,25,22,European/Caucasian-American,European/Caucasian-American,1,1,International Development,15.56,20.0,20.0,20.0,13.33,11.11,7,7,7,7,7,5.0,,5.0,8.0,5.0,,15.09,16.98,16.98,16.98,18.87,15.09,6.0,7.0,7.0,8.0,8.0,3.0,7,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1,-0.03,8,,5.0,4.0,5.0,1,0
2572,male,25,35,European/Caucasian-American,Asian/Pacific Islander/Asian-American,1,1,International Development,15.56,20.0,20.0,20.0,13.33,11.11,7,7,7,7,7,3.0,9.0,8.0,9.0,,9.0,15.22,17.39,17.39,17.39,15.22,17.39,7.0,5.0,7.0,7.0,5.0,,7,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1,0.01,8,,5.0,5.0,5.0,0,0
2573,male,25,30,European/Caucasian-American,Latino/Hispanic American,1,1,International Development,15.56,20.0,20.0,20.0,13.33,11.11,7,7,7,7,7,10.0,8.0,10.0,9.0,9.0,5.0,19.15,21.28,17.02,17.02,12.77,12.77,7.0,6.0,7.0,7.0,7.0,7.0,7,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1,0.22,8,,5.0,9.0,5.0,0,1
2574,male,25,24,European/Caucasian-American,Asian/Pacific Islander/Asian-American,1,1,International Development,15.56,20.0,20.0,20.0,13.33,11.11,7,7,7,7,7,7.0,5.0,7.0,7.0,,,15.38,17.31,17.31,19.23,13.46,17.31,8.0,7.0,7.0,8.0,7.0,6.0,7,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1,0.13,8,,5.0,6.0,4.0,0,0
2575,male,25,22,European/Caucasian-American,Black/African American,1,1,International Development,15.56,20.0,20.0,20.0,13.33,11.11,7,7,7,7,7,6.0,9.0,,9.0,,,15.38,19.23,19.23,17.31,17.31,11.54,5.0,5.0,6.0,10.0,5.0,4.0,7,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1,-0.18,8,,5.0,7.0,6.0,0,1
2576,male,25,22,European/Caucasian-American,Black/African American,1,1,International Development,15.56,20.0,20.0,20.0,13.33,11.11,7,7,7,7,7,7.0,5.0,7.0,7.0,,,16.07,17.86,17.86,17.86,17.86,12.5,7.0,8.0,9.0,9.0,9.0,8.0,7,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1,0.01,8,,5.0,6.0,4.0,0,0
2577,male,25,24,European/Caucasian-American,European/Caucasian-American,1,1,International Development,15.56,20.0,20.0,20.0,13.33,11.11,7,7,7,7,7,8.0,3.0,8.0,8.0,4.0,1.0,20.0,22.5,17.5,22.5,10.0,7.5,7.0,7.0,7.0,9.0,9.0,9.0,7,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1,0.24,8,,5.0,6.0,6.0,1,0
2578,male,28,29,European/Caucasian-American,Asian/Pacific Islander/Asian-American,6,1,Business,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,5.0,8.0,7.0,6.0,6.0,8.0,9.52,23.81,16.67,16.67,16.67,16.67,5.0,6.0,5.0,7.0,7.0,6.0,8,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,0.32,4,,4.0,5.0,6.0,0,0
2579,male,28,23,European/Caucasian-American,Other,6,1,Business,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,5.0,9.0,8.0,7.0,8.0,8.0,12.24,20.41,16.33,14.29,20.41,16.33,1.0,7.0,8.0,8.0,8.0,8.0,8,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,0.65,4,,4.0,5.0,7.0,0,0
258,female,27,27,European/Caucasian-American,Black/African American,2,3,social work,10.0,20.0,20.0,15.0,20.0,15.0,7,9,9,8,8,6.0,8.0,,8.0,,,35.0,10.0,20.0,15.0,10.0,10.0,7.0,,,9.0,,,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7,-0.12,5,3,1.0,7.0,7.0,0,0
2580,male,28,28,European/Caucasian-American,Asian/Pacific Islander/Asian-American,6,1,Business,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,7.0,8.0,7.0,7.0,8.0,7.0,13.04,21.74,19.57,17.39,15.22,13.04,8.0,6.0,7.0,8.0,7.0,6.0,8,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,0.32,4,,4.0,6.0,7.0,0,1
2581,male,28,22,European/Caucasian-American,European/Caucasian-American,6,1,Business,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,5.0,7.0,7.0,6.0,6.0,6.0,15.09,16.98,16.98,16.98,18.87,15.09,7.0,7.0,7.0,6.0,8.0,7.0,8,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,0.14,4,,4.0,5.0,6.0,0,0
2582,male,28,35,European/Caucasian-American,Asian/Pacific Islander/Asian-American,6,1,Business,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,5.0,8.0,7.0,7.0,5.0,5.0,15.22,17.39,17.39,17.39,15.22,17.39,8.0,7.0,7.0,7.0,7.0,,8,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,0.51,4,,4.0,6.0,7.0,0,0
2583,male,28,30,European/Caucasian-American,Latino/Hispanic American,6,1,Business,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,8.0,8.0,9.0,8.0,8.0,6.0,19.15,21.28,17.02,17.02,12.77,12.77,4.0,7.0,6.0,4.0,6.0,5.0,8,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,0.45,4,,4.0,7.0,6.0,0,0
2584,male,28,24,European/Caucasian-American,Asian/Pacific Islander/Asian-American,6,1,Business,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,7.0,8.0,7.0,7.0,8.0,7.0,15.38,17.31,17.31,19.23,13.46,17.31,8.0,7.0,8.0,8.0,8.0,7.0,8,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,0.13,4,,4.0,6.0,7.0,0,0
2585,male,28,22,European/Caucasian-American,Black/African American,6,1,Business,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,8.0,8.0,8.0,8.0,8.0,5.0,15.38,19.23,19.23,17.31,17.31,11.54,8.0,9.0,8.0,8.0,8.0,4.0,8,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,0.16,4,,4.0,7.0,7.0,0,1
2586,male,28,22,European/Caucasian-American,Black/African American,6,1,Business,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,5.0,7.0,7.0,7.0,8.0,5.0,16.07,17.86,17.86,17.86,17.86,12.5,9.0,9.0,9.0,9.0,9.0,8.0,8,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,-0.12,4,,4.0,6.0,5.0,0,0
2587,male,28,24,European/Caucasian-American,European/Caucasian-American,6,1,Business,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,5.0,7.0,7.0,6.0,6.0,6.0,20.0,22.5,17.5,22.5,10.0,7.5,7.0,7.0,7.0,7.0,7.0,7.0,8,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,0.43,4,,4.0,5.0,6.0,0,0
2588,male,24,29,European/Caucasian-American,Asian/Pacific Islander/Asian-American,2,7,Business/Law,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,3.0,8.0,8.0,4.0,6.0,3.0,9.52,23.81,16.67,16.67,16.67,16.67,6.0,5.0,6.0,7.0,7.0,7.0,7,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5,-0.03,4,,2.0,4.0,5.0,0,0
2589,male,24,23,European/Caucasian-American,Other,2,7,Business/Law,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,4.0,8.0,7.0,6.0,4.0,5.0,12.24,20.41,16.33,14.29,20.41,16.33,1.0,5.0,7.0,8.0,7.0,8.0,7,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5,0.05,4,,2.0,6.0,9.0,0,0
259,female,27,23,European/Caucasian-American,European/Caucasian-American,2,3,social work,10.0,20.0,20.0,15.0,20.0,15.0,7,9,9,8,8,6.0,6.0,8.0,7.0,8.0,,25.0,10.0,35.0,15.0,0.0,15.0,7.0,5.0,7.0,6.0,6.0,6.0,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7,-0.07,5,3,1.0,7.0,7.0,0,0
2590,male,24,28,European/Caucasian-American,Asian/Pacific Islander/Asian-American,2,7,Business/Law,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,7.0,8.0,9.0,3.0,9.0,3.0,13.04,21.74,19.57,17.39,15.22,13.04,8.0,7.0,9.0,6.0,7.0,7.0,7,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5,-0.47,4,,2.0,5.0,2.0,0,0
2591,male,24,22,European/Caucasian-American,European/Caucasian-American,2,7,Business/Law,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,6.0,8.0,6.0,7.0,9.0,4.0,15.09,16.98,16.98,16.98,18.87,15.09,7.0,7.0,8.0,8.0,8.0,7.0,7,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5,0.07,4,,2.0,6.0,8.0,0,0
2592,male,24,35,European/Caucasian-American,Asian/Pacific Islander/Asian-American,2,7,Business/Law,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,4.0,7.0,6.0,6.0,6.0,4.0,15.22,17.39,17.39,17.39,15.22,17.39,6.0,6.0,7.0,5.0,,,7,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5,-0.11,4,,2.0,5.0,4.0,0,0
2593,male,24,30,European/Caucasian-American,Latino/Hispanic American,2,7,Business/Law,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,7.0,7.0,8.0,8.0,6.0,4.0,19.15,21.28,17.02,17.02,12.77,12.77,6.0,6.0,6.0,6.0,5.0,4.0,7,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5,-0.02,4,,2.0,7.0,9.0,0,0
2594,male,24,24,European/Caucasian-American,Asian/Pacific Islander/Asian-American,2,7,Business/Law,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,7.0,7.0,8.0,8.0,6.0,4.0,15.38,17.31,17.31,19.23,13.46,17.31,9.0,8.0,8.0,9.0,8.0,9.0,7,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5,0.02,4,,2.0,7.0,7.0,0,1
2595,male,24,22,European/Caucasian-American,Black/African American,2,7,Business/Law,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,7.0,7.0,6.0,5.0,6.0,3.0,15.38,19.23,19.23,17.31,17.31,11.54,6.0,4.0,4.0,9.0,5.0,9.0,7,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5,-0.3,4,,2.0,3.0,2.0,0,0
2596,male,24,22,European/Caucasian-American,Black/African American,2,7,Business/Law,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,3.0,8.0,7.0,6.0,7.0,3.0,16.07,17.86,17.86,17.86,17.86,12.5,8.0,9.0,9.0,9.0,9.0,8.0,7,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5,0.33,4,,2.0,5.0,4.0,0,0
2597,male,24,24,European/Caucasian-American,European/Caucasian-American,2,7,Business/Law,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,5.0,7.0,6.0,5.0,5.0,6.0,20.0,22.5,17.5,22.5,10.0,7.5,8.0,8.0,8.0,8.0,8.0,8.0,7,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5,0.32,4,,2.0,6.0,6.0,0,0
2598,male,25,29,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,2,2,law,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,3.0,9.0,7.0,5.0,6.0,6.0,9.52,23.81,16.67,16.67,16.67,16.67,6.0,5.0,6.0,7.0,7.0,7.0,8,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,0.37,4,,2.0,7.0,6.0,0,0
2599,male,25,23,Asian/Pacific Islander/Asian-American,Other,2,2,law,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,5.0,8.0,8.0,6.0,8.0,9.0,12.24,20.41,16.33,14.29,20.41,16.33,4.0,6.0,7.0,6.0,7.0,7.0,8,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,0.39,4,,2.0,8.0,8.0,1,1
26,female,25,30,European/Caucasian-American,European/Caucasian-American,8,4,Economics,35.0,10.0,35.0,10.0,10.0,0.0,8,9,8,9,8,8.0,9.0,10.0,7.0,7.0,9.0,35.0,15.0,25.0,10.0,5.0,10.0,6.0,3.0,5.0,4.0,5.0,4.0,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,-0.26,4,2,,8.0,7.0,0,0
260,female,27,21,European/Caucasian-American,European/Caucasian-American,2,3,social work,10.0,20.0,20.0,15.0,20.0,15.0,7,9,9,8,8,4.0,,,6.0,8.0,7.0,15.0,20.0,15.0,30.0,5.0,15.0,7.0,7.0,9.0,5.0,6.0,2.0,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7,-0.01,5,3,1.0,7.0,6.0,0,0
2600,male,25,28,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,2,2,law,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,6.0,9.0,9.0,3.0,9.0,6.0,13.04,21.74,19.57,17.39,15.22,13.04,7.0,8.0,8.0,6.0,7.0,6.0,8,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,0.4,4,,2.0,5.0,7.0,0,0
2601,male,25,22,Asian/Pacific Islander/Asian-American,European/Caucasian-American,2,2,law,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,6.0,8.0,8.0,6.0,8.0,7.0,15.09,16.98,16.98,16.98,18.87,15.09,5.0,7.0,7.0,6.0,7.0,5.0,8,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,0.58,4,,2.0,8.0,7.0,0,0
2602,male,25,35,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,2,2,law,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,3.0,9.0,9.0,6.0,10.0,9.0,15.22,17.39,17.39,17.39,15.22,17.39,7.0,8.0,8.0,,,,8,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,0.27,4,,2.0,8.0,8.0,0,0
2603,male,25,30,Asian/Pacific Islander/Asian-American,Latino/Hispanic American,2,2,law,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,9.0,9.0,9.0,8.0,8.0,8.0,19.15,21.28,17.02,17.02,12.77,12.77,5.0,7.0,7.0,8.0,8.0,7.0,8,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,0.41,4,,2.0,9.0,6.0,0,0
2604,male,25,24,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,2,2,law,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,7.0,8.0,8.0,6.0,7.0,8.0,15.38,17.31,17.31,19.23,13.46,17.31,7.0,7.0,7.0,8.0,6.0,5.0,8,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,0.15,4,,2.0,8.0,7.0,0,0
2605,male,25,22,Asian/Pacific Islander/Asian-American,Black/African American,2,2,law,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,8.0,10.0,8.0,6.0,9.0,9.0,15.38,19.23,19.23,17.31,17.31,11.54,8.0,8.0,9.0,8.0,9.0,9.0,8,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,0.54,4,,2.0,8.0,7.0,0,1
2606,male,25,22,Asian/Pacific Islander/Asian-American,Black/African American,2,2,law,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,3.0,9.0,7.0,6.0,8.0,6.0,16.07,17.86,17.86,17.86,17.86,12.5,5.0,8.0,9.0,9.0,9.0,6.0,8,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,0.53,4,,2.0,8.0,8.0,0,0
2607,male,25,24,Asian/Pacific Islander/Asian-American,European/Caucasian-American,2,2,law,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,6.0,8.0,7.0,7.0,6.0,6.0,20.0,22.5,17.5,22.5,10.0,7.5,7.0,8.0,7.0,6.0,6.0,6.0,8,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,-0.38,4,,2.0,7.0,6.0,0,0
2608,female,24,23,European/Caucasian-American,European/Caucasian-American,9,9,Clinical Psychology,16.0,16.0,20.0,16.0,18.0,14.0,9,10,8,10,10,7.0,8.0,10.0,8.0,10.0,7.0,17.02,21.28,17.02,21.28,14.89,8.51,7.0,8.0,6.0,7.0,8.0,3.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.22,7,,1.0,7.0,5.0,0,0
2609,female,24,26,European/Caucasian-American,Asian/Pacific Islander/Asian-American,9,9,Clinical Psychology,16.0,16.0,20.0,16.0,18.0,14.0,9,10,8,10,10,9.0,9.0,9.0,9.0,9.0,7.0,14.89,19.15,21.28,19.15,14.89,10.64,3.0,4.0,4.0,3.0,3.0,4.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,0.74,7,,1.0,8.0,6.0,0,0
261,female,27,28,European/Caucasian-American,European/Caucasian-American,2,3,social work,10.0,20.0,20.0,15.0,20.0,15.0,7,9,9,8,8,8.0,,,7.0,8.0,8.0,40.0,15.0,20.0,10.0,5.0,10.0,8.0,8.0,8.0,8.0,7.0,7.0,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7,0.48,5,3,1.0,8.0,7.0,0,0
2610,female,24,27,European/Caucasian-American,European/Caucasian-American,9,9,Clinical Psychology,16.0,16.0,20.0,16.0,18.0,14.0,9,10,8,10,10,4.0,8.0,8.0,6.0,8.0,5.0,7.5,17.5,20.0,22.5,12.5,20.0,5.0,5.0,7.0,5.0,5.0,5.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,0.34,7,,1.0,5.0,5.0,0,0
2611,female,24,26,European/Caucasian-American,European/Caucasian-American,9,9,Clinical Psychology,16.0,16.0,20.0,16.0,18.0,14.0,9,10,8,10,10,8.0,8.0,10.0,7.0,10.0,9.0,21.28,17.02,21.28,12.77,6.38,21.28,3.0,9.0,9.0,4.0,7.0,6.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.43,7,,1.0,6.0,5.0,0,0
2612,female,24,24,European/Caucasian-American,European/Caucasian-American,9,9,Clinical Psychology,16.0,16.0,20.0,16.0,18.0,14.0,9,10,8,10,10,8.0,9.0,10.0,7.0,10.0,7.0,20.51,5.13,23.08,12.82,17.95,20.51,2.0,6.0,4.0,5.0,4.0,4.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.29,7,,1.0,6.0,4.0,0,0
2613,female,24,26,European/Caucasian-American,European/Caucasian-American,9,9,Clinical Psychology,16.0,16.0,20.0,16.0,18.0,14.0,9,10,8,10,10,8.0,9.0,8.0,7.0,8.0,6.0,16.28,16.28,18.6,16.28,16.28,16.28,3.0,7.0,,3.0,4.0,5.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.03,7,,1.0,6.0,6.0,0,0
2614,female,24,25,European/Caucasian-American,Other,9,9,Clinical Psychology,16.0,16.0,20.0,16.0,18.0,14.0,9,10,8,10,10,6.0,10.0,10.0,9.0,10.0,7.0,16.67,16.67,16.67,16.67,14.81,18.52,5.0,8.0,8.0,7.0,9.0,0.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.22,7,,1.0,7.0,7.0,0,0
2616,female,24,27,European/Caucasian-American,European/Caucasian-American,9,9,Clinical Psychology,16.0,16.0,20.0,16.0,18.0,14.0,9,10,8,10,10,3.0,10.0,9.0,6.0,8.0,5.0,9.52,19.05,23.81,19.05,4.76,23.81,7.0,4.0,4.0,4.0,7.0,2.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.23,7,,1.0,5.0,5.0,0,0
2617,female,24,28,European/Caucasian-American,European/Caucasian-American,9,9,Clinical Psychology,16.0,16.0,20.0,16.0,18.0,14.0,9,10,8,10,10,6.0,10.0,10.0,7.0,10.0,6.0,17.39,17.39,19.57,19.57,10.87,15.22,7.0,7.0,7.0,8.0,6.0,7.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,0.3,7,,1.0,6.0,6.0,0,0
2618,female,24,32,European/Caucasian-American,European/Caucasian-American,9,9,Clinical Psychology,16.0,16.0,20.0,16.0,18.0,14.0,9,10,8,10,10,7.0,9.0,10.0,8.0,9.0,9.0,17.24,17.24,17.24,17.24,13.79,17.24,5.0,8.0,7.0,7.0,6.0,7.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,0.19,7,,1.0,7.0,7.0,0,0
2619,female,24,28,European/Caucasian-American,Latino/Hispanic American,9,9,Clinical Psychology,16.0,16.0,20.0,16.0,18.0,14.0,9,10,8,10,10,7.0,10.0,10.0,8.0,9.0,6.0,14.71,14.71,14.71,14.71,20.59,20.59,6.0,4.0,5.0,5.0,3.0,4.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.18,7,,1.0,7.0,6.0,0,0
262,female,27,28,European/Caucasian-American,European/Caucasian-American,2,3,social work,10.0,20.0,20.0,15.0,20.0,15.0,7,9,9,8,8,6.0,8.0,,8.0,8.0,8.0,40.0,20.0,20.0,20.0,0.0,0.0,8.0,7.0,8.0,7.0,7.0,8.0,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7,0.49,5,3,1.0,7.0,6.0,0,0
2620,female,24,23,European/Caucasian-American,European/Caucasian-American,9,9,Clinical Psychology,16.0,16.0,20.0,16.0,18.0,14.0,9,10,8,10,10,10.0,8.0,8.0,8.0,8.0,7.0,25.64,17.95,15.38,20.51,10.26,10.26,4.0,5.0,5.0,4.0,5.0,4.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.07,7,,1.0,7.0,6.0,0,0
2621,female,24,26,European/Caucasian-American,European/Caucasian-American,9,9,Clinical Psychology,16.0,16.0,20.0,16.0,18.0,14.0,9,10,8,10,10,10.0,8.0,7.0,7.0,9.0,6.0,20.0,16.0,18.0,16.0,16.0,14.0,4.0,6.0,6.0,5.0,5.0,5.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,0.57,7,,1.0,7.0,5.0,0,0
2622,female,24,24,European/Caucasian-American,Asian/Pacific Islander/Asian-American,9,9,Clinical Psychology,16.0,16.0,20.0,16.0,18.0,14.0,9,10,8,10,10,7.0,10.0,10.0,6.0,10.0,5.0,13.51,18.92,21.62,13.51,13.51,18.92,6.0,7.0,6.0,4.0,6.0,5.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.05,7,,1.0,6.0,4.0,0,0
2623,female,24,28,European/Caucasian-American,European/Caucasian-American,9,9,Clinical Psychology,16.0,16.0,20.0,16.0,18.0,14.0,9,10,8,10,10,8.0,9.0,8.0,6.0,7.0,7.0,21.43,16.67,21.43,16.67,11.9,11.9,1.0,5.0,5.0,3.0,5.0,3.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,0.33,7,,1.0,7.0,6.0,0,0
2624,female,24,42,European/Caucasian-American,European/Caucasian-American,9,9,Clinical Psychology,16.0,16.0,20.0,16.0,18.0,14.0,9,10,8,10,10,6.0,10.0,9.0,8.0,8.0,6.0,23.81,23.81,23.81,23.81,2.38,2.38,3.0,5.0,5.0,2.0,2.0,2.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.02,7,,1.0,5.0,5.0,0,0
2625,female,24,30,European/Caucasian-American,Latino/Hispanic American,9,9,Clinical Psychology,16.0,16.0,20.0,16.0,18.0,14.0,9,10,8,10,10,8.0,10.0,9.0,8.0,8.0,7.0,18.6,20.93,23.26,23.26,2.33,11.63,5.0,4.0,6.0,5.0,6.0,4.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.28,7,,1.0,7.0,7.0,0,0
2626,female,24,31,European/Caucasian-American,European/Caucasian-American,9,9,Clinical Psychology,16.0,16.0,20.0,16.0,18.0,14.0,9,10,8,10,10,5.0,10.0,9.0,6.0,7.0,6.0,17.78,17.78,17.78,17.78,13.33,15.56,5.0,5.0,5.0,4.0,3.0,5.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.44,7,,1.0,5.0,7.0,0,0
2627,female,24,29,European/Caucasian-American,Asian/Pacific Islander/Asian-American,9,9,Clinical Psychology,16.0,16.0,20.0,16.0,18.0,14.0,9,10,8,10,10,6.0,7.0,9.0,7.0,8.0,6.0,14.0,20.0,18.0,16.0,14.0,18.0,6.0,7.0,8.0,7.0,8.0,,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,0.17,7,,1.0,7.0,5.0,0,0
